external_id,full_name,email,phone,country,city,signup_at,status,consent_marketing,deleted_at,suppressed_until,brand_code,notes
CT-038541,Diana Kamau,victor.dlamini.delta1551@vg-eval.test,+254 738 100 929,KE,Nyeri,2026-02-20T05:23:34Z,active,true,,,KILELE,corrected in Sept export
CT-200438,Rose Zahra,pieter.otieno.delta2939@vg-eval.test,+254 724 489 004,KE,Kericho,2026-08-15T19:34:17Z,active,true,,,KILELE,
CT-200732,Esther Mutua,amina.fassi.delta3233@vg-eval.test,0706897940,KE,Eldoret,2026-08-12T13:07:59Z,active,false,,,KILELE,
CT-027810,Mary Njoroge,zanele.haddad.delta461@vg-eval.test,025726072447,KE,Malindi,2026-01-24T21:32:36Z,active,true,,,KILELE,corrected in Sept export
CT-201366,Ann Pretorius,sipho.otieno.delta3867@vg-eval.test,+254 728 821 136,KE,Nakuru,2026-08-10T20:45:34Z,active,true,,,KILELE,
CT-071595,David Njenga,james.mwangi.delta1206@vg-eval.test,+254 713 187 177,KE,Nyeri,2026-03-29T09:18:41Z,active,false,,,KILELE,corrected in Sept export
CT-200218,Grace Tazi,rose.wafula.delta2719@vg-eval.test,+254 700 077 486,KE,Eldoret,2026-08-15T01:47:24Z,active,true,,,KILELE,
CT-200276,Dennis Nkosi,faith.benali.delta2777@vg-eval.test,0704388487,KE,Eldoret,2026-08-28T06:53:32Z,active,false,,,KILELE,
CT-014355,Johan Kimani,pieter.achieng.delta1492@vg-eval.test,0716070473,KE,Machakos,2026-01-17T20:42:18Z,active,true,,,KILELE,corrected in Sept export
CT-004203,Paul Odhiambo,simon.alaoui.delta1091@vg-eval.test,0710532964,KE,Nyeri,2026-03-10T00:32:26Z,active,true,,,KILELE,corrected in Sept export
CT-201355,Peter Vermeulen,salma.mokoena.delta3856@vg-eval.test,254-716-019683,KE,Machakos,2026-08-29T18:56:35Z,active,true,,,KILELE,
CT-200139,Joan Naidoo,rachid.mokoena.delta2640@vg-eval.test,254-726-023888,KE,Eldoret,2026-08-25T00:19:45Z,active,false,,,KILELE,
CT-010248,Paul Otieno,lucy.barasa.delta1871@vg-eval.test,0709548630,KE,Malindi,2026-01-11T11:44:20Z,active,true,,,KILELE,corrected in Sept export
CT-076749,Esther Odhiambo,isaac.benali.delta395@vg-eval.test,+254 721 253 090,KE,Eldoret,2026-02-07T00:40:54Z,active,false,,,KILELE,corrected in Sept export
CT-201283,Esther Wanjiru,johan.naidoo.delta3784@vg-eval.test,254-708-457172,KE,Thika,2026-08-06T17:34:57Z,active,true,,,KILELE,
CT-201453,John Odhiambo,alice.berrada.delta3954@vg-eval.test,025735794016,KE,Nyeri,2026-08-08T22:11:55Z,active,true,,,KILELE,
CT-010317,Amina Tazi,nancy.fassi.delta2233@vg-eval.test,0724820720,KE,Kericho,2026-04-02T06:04:25Z,active,true,,,KILELE,corrected in Sept export
CT-200553,Sarah Wanjiru,omar.fassi.delta3054@vg-eval.test,025724881170,KE,Machakos,2026-08-10T21:42:27Z,active,true,,,KILELE,
CT-005075,James Fassi,mercy.wafula.delta1092@vg-eval.test,+254 725 086 304,KE,Nairobi,2026-02-22T21:09:55Z,active,false,,,KILELE,corrected in Sept export
CT-201421,Layla Achieng,john.barasa.delta3922@vg-eval.test,025723222711,KE,Nyeri,2026-08-21T11:06:52Z,active,true,,,KILELE,
CT-200478,Grace Wanjiru,pieter.cheruiyot.delta2979@vg-eval.test,+254 708 059 654,KE,Thika,2026-08-07T15:15:40Z,active,false,,,KILELE,
CT-017615,Ruth Kiptoo,lucy.odhiambo.delta440@vg-eval.test,0730068191,KE,Kisumu,2026-03-05T09:16:53Z,active,true,,,KILELE,corrected in Sept export
CT-010158,Sipho Odhiambo,fatima.otieno.delta681@vg-eval.test,0718043067,KE,Malindi,2026-02-10T18:03:38Z,active,true,,,KILELE,corrected in Sept export
CT-200511,Mary Mokoena,isaac.berrada.delta3012@vg-eval.test,254-722-171634,KE,Thika,2026-08-04T11:16:46Z,active,false,,,KILELE,
CT-200052,Rose Benali,nomsa.naidoo.delta2553@vg-eval.test,0728344887,KE,Eldoret,2026-08-23T15:38:21Z,active,false,,,KILELE,
CT-056869,Mary Mwangi,yassine.bennani.delta2421@vg-eval.test,025716970733,KE,Nakuru,2026-03-22T08:14:43Z,active,true,,,KILELE,corrected in Sept export
CT-032252,Victor Odhiambo,rachid.mwangi.delta974@vg-eval.test,+254 704 357 696,KE,Machakos,2026-02-17T19:25:52Z,active,true,,,KILELE,corrected in Sept export
CT-018376,James Okoth,lucy.tazi.delta1799@vg-eval.test,025712466588,KE,Malindi,2026-01-30T15:23:38Z,active,false,,,KILELE,corrected in Sept export
CT-039438,Johan Cheruiyot,george.kamau.delta941@vg-eval.test,025719947404,KE,Kisumu,2026-03-02T20:23:20Z,active,true,,,KILELE,corrected in Sept export
CT-065722,John Berrada,joan.kamau.delta1412@vg-eval.test,025725945261,KE,Eldoret,2026-01-01T07:23:36Z,active,false,,,KILELE,corrected in Sept export
CT-201096,Yassine Nkosi,victor.berrada.delta3597@vg-eval.test,0723711770,KE,Thika,2026-08-21T15:36:06Z,active,true,,,KILELE,
CT-201427,Nomsa Kimani,samuel.dlamini.delta3928@vg-eval.test,254-733-806197,KE,Machakos,2026-08-24T22:34:42Z,active,true,,,KILELE,
CT-201493,Mercy Zahra,james.wafula.delta3994@vg-eval.test,025704594059,KE,Kericho,2026-08-02T07:43:26Z,active,false,,,KILELE,
CT-201528,Mary Kamau,john.haddad.delta4029@vg-eval.test,0701733426,KE,Kisumu,2026-08-25T06:42:24Z,active,false,,,KILELE,
CT-020672,Dennis Elidrissi,james.mokoena.delta749@vg-eval.test,0725703191,KE,Eldoret,2026-01-09T01:21:40Z,active,false,,,KILELE,corrected in Sept export
CT-201524,Lucy Cheruiyot,simon.cheruiyot.delta4025@vg-eval.test,0700923407,KE,Eldoret,2026-08-02T12:51:42Z,active,false,,,KILELE,
CT-067884,Rachid Naidoo,john.naidoo.delta980@vg-eval.test,254-734-423269,KE,Kisumu,2026-01-11T02:37:31Z,active,false,,,KILELE,corrected in Sept export
CT-201123,Rose Tazi,rachid.kimani.delta3624@vg-eval.test,254-703-825444,KE,Kisumu,2026-08-09T21:10:41Z,active,true,,,KILELE,
CT-080113,Ruth Fassi,alice.pretorius.delta2461@vg-eval.test,025721251803,KE,Machakos,2026-01-06T02:37:59Z,active,false,,,KILELE,corrected in Sept export
CT-051551,Diana Kiptoo,daniel.elidrissi.delta657@vg-eval.test,+254 702 399 150,KE,Machakos,2026-04-09T21:08:51Z,active,true,,,KILELE,corrected in Sept export
CT-200571,George Njoroge,nancy.zahra.delta3072@vg-eval.test,254-728-994512,KE,Malindi,2026-08-05T16:29:57Z,active,true,,,KILELE,
CT-074977,Alice Odhiambo,faith.okoth.delta783@vg-eval.test,+254 717 678 585,KE,Malindi,2026-01-02T09:19:52Z,active,true,,,KILELE,corrected in Sept export
CT-076145,Lucy Benali,zanele.elidrissi.delta605@vg-eval.test,0707862039,KE,Mombasa,2026-01-06T22:18:30Z,active,false,,,KILELE,corrected in Sept export
CT-060851,Amina Haddad,mary.fassi.delta393@vg-eval.test,0710285475,KE,Eldoret,2026-01-05T10:11:04Z,active,true,,,KILELE,corrected in Sept export
CT-036758,Mary Okoth,sarah.naidoo.delta2089@vg-eval.test,+254 705 240 896,KE,Kisumu,2026-01-29T18:00:14Z,active,false,,,KILELE,corrected in Sept export
CT-022974,Michael Wanjiru,dennis.mutua.delta549@vg-eval.test,025716313568,KE,Eldoret,2026-03-02T14:38:19Z,active,true,,,KILELE,corrected in Sept export
CT-078657,Karim Kimani,brian.kiptoo.delta198@vg-eval.test,0706909603,KE,Machakos,2026-02-01T03:28:42Z,active,true,,,KILELE,corrected in Sept export
CT-200004,Yassine Cheruiyot,thandi.njenga.delta2505@vg-eval.test,0709637663,KE,Kericho,2026-08-21T01:44:56Z,active,true,,,KILELE,
CT-037341,Zanele Odhiambo,joan.barasa.delta897@vg-eval.test,025705604589,KE,Machakos,2026-03-07T19:03:30Z,active,true,,,KILELE,corrected in Sept export
CT-026709,Faith Bennani,peter.nkosi.delta650@vg-eval.test,+254 730 135 816,KE,Machakos,2026-02-26T19:28:43Z,active,false,,,KILELE,corrected in Sept export
CT-201308,Fatima Elidrissi,james.otieno.delta3809@vg-eval.test,0722422320,KE,Mombasa,2026-08-23T01:16:30Z,active,true,,,KILELE,
CT-001400,Peter Cheruiyot,peter.njoroge.delta2100@vg-eval.test,0721365980,KE,Mombasa,2026-03-21T21:09:20Z,active,true,,,KILELE,corrected in Sept export
CT-200013,James Okoth,pieter.bennani.delta2514@vg-eval.test,025737278406,KE,Nairobi,2026-08-29T17:31:44Z,active,false,,,KILELE,
CT-072925,Amina Naidoo,faith.kamau.delta367@vg-eval.test,025703549313,KE,Nakuru,2026-02-26T03:59:12Z,active,true,,,KILELE,corrected in Sept export
CT-057229,Fatima Tazi,nancy.haddad.delta839@vg-eval.test,0726566753,KE,Kericho,2026-03-27T23:38:29Z,active,false,,,KILELE,corrected in Sept export
CT-201506,Samuel Kiptoo,diana.otieno.delta4007@vg-eval.test,+254 725 810 422,KE,Malindi,2026-08-08T15:35:08Z,active,false,,,KILELE,
CT-004154,Kevin Dlamini,george.mutua.delta2465@vg-eval.test,0718652687,KE,Kericho,2026-03-27T15:24:06Z,active,true,,,KILELE,corrected in Sept export
CT-077240,Johan Pretorius,esther.haddad.delta1927@vg-eval.test,025707024901,KE,Eldoret,2026-04-04T09:24:06Z,active,false,,,KILELE,corrected in Sept export
CT-050314,Kevin Tazi,ann.achieng.delta1974@vg-eval.test,025712624889,KE,Nyeri,2026-01-02T09:36:36Z,active,true,,,KILELE,corrected in Sept export
CT-041021,Rachid Achieng,rose.barasa.delta2283@vg-eval.test,+254 733 105 941,KE,Kericho,2026-03-03T03:52:05Z,active,false,,,KILELE,corrected in Sept export
CT-039009,Brian Zahra,faith.mwangi.delta2029@vg-eval.test,0732989544,KE,Thika,2026-03-26T08:31:59Z,active,true,,,KILELE,corrected in Sept export
CT-056315,Caroline Pretorius,salma.bennani.delta582@vg-eval.test,0713592086,KE,Kisumu,2026-01-19T06:05:25Z,active,false,,,KILELE,corrected in Sept export
CT-200025,Alice Naidoo,grace.nkosi.delta2526@vg-eval.test,025728971150,KE,Nakuru,2026-08-08T11:26:41Z,active,true,,,KILELE,
CT-200945,Sipho Wafula,paul.zahra.delta3446@vg-eval.test,025704820141,KE,Kisumu,2026-08-14T14:31:05Z,active,false,,,KILELE,
CT-200628,Samuel Haddad,joan.benali.delta3129@vg-eval.test,0713343391,KE,Mombasa,2026-08-31T16:43:48Z,active,true,,,KILELE,
CT-015005,Kevin Kamau,thandi.nkosi.delta319@vg-eval.test,025708753378,KE,Kisumu,2026-03-07T14:02:09Z,active,true,,,KILELE,corrected in Sept export
CT-200492,Brian Nkosi,isaac.haddad.delta2993@vg-eval.test,0717824411,KE,Kisumu,2026-08-28T13:48:27Z,active,true,,,KILELE,
CT-200569,Victor Kimani,alice.njoroge.delta3070@vg-eval.test,025725199475,KE,Malindi,2026-08-11T00:27:47Z,active,true,,,KILELE,
CT-201678,Pieter Nkosi,peter.njoroge.delta4179@vg-eval.test,+254 707 458 863,KE,Nakuru,2026-08-28T02:14:13Z,active,true,,,KILELE,
CT-200788,Johan Wanjiru,pieter.achieng.delta3289@vg-eval.test,0710122926,KE,Nakuru,2026-08-14T10:01:26Z,active,false,,,KILELE,
CT-201157,George Achieng,fatima.kiptoo.delta3658@vg-eval.test,025710331059,KE,Mombasa,2026-08-20T21:58:56Z,active,true,,,KILELE,
CT-200529,Daniel Okoth,lerato.nkosi.delta3030@vg-eval.test,025732761135,KE,Nyeri,2026-08-03T21:22:41Z,active,true,,,KILELE,
CT-201184,John Mokoena,george.cheruiyot.delta3685@vg-eval.test,0736769577,KE,Kisumu,2026-08-24T16:34:50Z,active,true,,,KILELE,
CT-200278,Yassine Cheruiyot,john.dlamini.delta2779@vg-eval.test,+254 710 843 920,KE,Nakuru,2026-08-28T03:45:40Z,active,false,,,KILELE,
CT-071550,Daniel Fassi,layla.fassi.delta2155@vg-eval.test,025739776628,KE,Mombasa,2026-02-05T18:49:48Z,active,false,,,KILELE,corrected in Sept export
CT-024789,David Wafula,faith.njenga.delta769@vg-eval.test,+254 714 326 236,KE,Eldoret,2026-03-28T09:20:55Z,active,false,,,KILELE,corrected in Sept export
CT-201224,Kevin Mwangi,lucy.wafula.delta3725@vg-eval.test,0706317515,KE,Malindi,2026-08-28T04:58:12Z,active,false,,,KILELE,
CT-054980,Grace Mokoena,samuel.okoth.delta720@vg-eval.test,254-709-338830,KE,Malindi,2026-04-14T03:00:36Z,active,false,,,KILELE,corrected in Sept export
CT-021795,Isaac Pretorius,paul.nkosi.delta1670@vg-eval.test,0718460097,KE,Mombasa,2026-01-04T14:17:51Z,active,true,,,KILELE,corrected in Sept export
CT-201037,Diana Pretorius,nancy.wanjiru.delta3538@vg-eval.test,025727737754,KE,Malindi,2026-08-02T20:00:49Z,active,false,,,KILELE,
CT-201271,Karim Zahra,daniel.alaoui.delta3772@vg-eval.test,254-714-718346,KE,Machakos,2026-08-30T10:25:29Z,active,false,,,KILELE,
CT-201118,Caroline Elidrissi,simon.kimani.delta3619@vg-eval.test,+254 702 036 146,KE,Kisumu,2026-08-06T12:26:33Z,active,false,,,KILELE,
CT-200358,Simon Kamau,nomsa.benali.delta2859@vg-eval.test,+254 714 528 179,KE,Kericho,2026-08-05T19:35:02Z,active,true,,,KILELE,
CT-019069,Victor Berrada,john.alaoui.delta1180@vg-eval.test,+254 702 684 730,KE,Thika,2026-01-18T20:57:18Z,active,false,,,KILELE,corrected in Sept export
CT-029827,Michael Nkosi,daniel.kamau.delta640@vg-eval.test,025705543054,KE,Thika,2026-02-28T18:22:10Z,active,true,,,KILELE,corrected in Sept export
CT-023004,Joan Naidoo,salma.kimani.delta1325@vg-eval.test,025738478466,KE,Nyeri,2026-02-01T01:41:30Z,active,true,,,KILELE,corrected in Sept export
CT-064718,Zanele Okoth,rachid.haddad.delta344@vg-eval.test,0713356651,KE,Kericho,2026-03-05T21:41:45Z,active,false,,,KILELE,corrected in Sept export
CT-060761,David Mutua,amina.mutua.delta754@vg-eval.test,254-725-089371,KE,Mombasa,2026-02-26T18:44:21Z,active,false,,,KILELE,corrected in Sept export
CT-201398,Faith Kimani,lucy.naidoo.delta3899@vg-eval.test,+254 738 613 248,KE,Machakos,2026-08-08T06:46:08Z,active,true,,,KILELE,
CT-049202,Thandi Bennani,peter.cheruiyot.delta1970@vg-eval.test,025725944910,KE,Kisumu,2026-03-27T00:10:59Z,active,false,,,KILELE,corrected in Sept export
CT-200526,Yassine Njenga,grace.naidoo.delta3027@vg-eval.test,+254 721 140 984,KE,Eldoret,2026-08-04T10:27:38Z,active,false,,,KILELE,
CT-016345,Paul Kamau,grace.alaoui.delta586@vg-eval.test,+254 729 224 095,KE,Mombasa,2026-03-26T13:28:38Z,active,false,,,KILELE,corrected in Sept export
CT-029901,Samuel Pretorius,nancy.berrada.delta1059@vg-eval.test,0713637771,KE,Thika,2026-02-11T21:40:05Z,active,false,,,KILELE,corrected in Sept export
CT-057685,Mercy Kamau,george.barasa.delta1628@vg-eval.test,254-708-687219,KE,Malindi,2026-01-11T07:16:24Z,active,true,,,KILELE,corrected in Sept export
CT-042941,Ann Fassi,rose.mutua.delta712@vg-eval.test,254-730-836478,KE,Nakuru,2026-04-16T10:37:09Z,active,true,,,KILELE,corrected in Sept export
CT-200280,Sipho Pretorius,alice.njenga.delta2781@vg-eval.test,0706775328,KE,Malindi,2026-08-17T14:20:28Z,active,true,,,KILELE,
CT-201126,Omar Elidrissi,pieter.kamau.delta3627@vg-eval.test,+254 719 041 166,KE,Mombasa,2026-08-06T17:17:34Z,active,true,,,KILELE,
CT-010783,Caroline Mutua,esther.berrada.delta2312@vg-eval.test,025701437096,KE,Mombasa,2026-02-14T21:42:29Z,active,false,,,KILELE,corrected in Sept export
CT-200200,Johan Dlamini,karim.wafula.delta2701@vg-eval.test,0726677573,KE,Malindi,2026-08-19T04:01:47Z,active,false,,,KILELE,
CT-020450,James Barasa,paul.haddad.delta1855@vg-eval.test,025721533011,KE,Eldoret,2026-01-18T01:51:38Z,active,false,,,KILELE,corrected in Sept export
CT-048125,Simon Elidrissi,joan.barasa.delta372@vg-eval.test,+254 714 404 499,KE,Thika,2026-02-27T04:12:37Z,active,false,,,KILELE,corrected in Sept export
CT-033699,Pieter Kimani,mercy.barasa.delta721@vg-eval.test,+254 721 388 988,KE,Nyeri,2026-04-01T20:25:03Z,active,false,,,KILELE,corrected in Sept export
CT-051598,Thandi Mokoena,pieter.achieng.delta1938@vg-eval.test,+254 715 244 217,KE,Kisumu,2026-01-05T02:41:42Z,active,true,,,KILELE,corrected in Sept export
CT-070704,Pieter Dlamini,ruth.zahra.delta691@vg-eval.test,+254 732 830 594,KE,Mombasa,2026-03-20T00:09:05Z,active,true,,,KILELE,corrected in Sept export
CT-201481,Dennis Mokoena,zanele.odhiambo.delta3982@vg-eval.test,025716810556,KE,Nakuru,2026-08-17T07:23:03Z,active,false,,,KILELE,
CT-016542,Mercy Pretorius,david.vermeulen.delta1715@vg-eval.test,0723127793,KE,Eldoret,2026-01-03T10:54:50Z,active,false,,,KILELE,corrected in Sept export
CT-025051,Joan Mwangi,nancy.berrada.delta354@vg-eval.test,0727441215,KE,Kericho,2026-02-24T04:08:31Z,active,true,,,KILELE,corrected in Sept export
CT-200586,Zanele Okoth,john.nkosi.delta3087@vg-eval.test,+254 724 023 473,KE,Nyeri,2026-08-13T15:21:57Z,active,true,,,KILELE,
CT-201314,Grace Wafula,mercy.njoroge.delta3815@vg-eval.test,+254 702 769 363,KE,Kisumu,2026-08-11T01:42:03Z,active,false,,,KILELE,
CT-036604,Amina Wafula,johan.njenga.delta652@vg-eval.test,025716704374,KE,Machakos,2026-01-19T15:14:55Z,active,false,,,KILELE,corrected in Sept export
CT-058627,Diana Kamau,johan.njenga.delta1321@vg-eval.test,+254 726 284 313,KE,Kisumu,2026-01-26T08:34:50Z,active,true,,,KILELE,corrected in Sept export
CT-201186,Ruth Bennani,john.pretorius.delta3687@vg-eval.test,+254 711 217 203,KE,Eldoret,2026-08-05T05:48:49Z,active,false,,,KILELE,
CT-201112,Michael Njoroge,pieter.zahra.delta3613@vg-eval.test,0738275237,KE,Kericho,2026-08-23T11:53:58Z,active,false,,,KILELE,
CT-201072,Mercy Zahra,isaac.cheruiyot.delta3573@vg-eval.test,0719614557,KE,Eldoret,2026-08-16T08:46:41Z,active,true,,,KILELE,
CT-073756,Ruth Achieng,david.tazi.delta501@vg-eval.test,0707964503,KE,Thika,2026-04-01T12:31:24Z,active,false,,,KILELE,corrected in Sept export
CT-026054,Lucy Elidrissi,sipho.cheruiyot.delta476@vg-eval.test,0706844601,KE,Thika,2026-01-19T04:50:24Z,active,true,,,KILELE,corrected in Sept export
CT-201522,Omar Dlamini,peter.njoroge.delta4023@vg-eval.test,+254 713 917 932,KE,Kisumu,2026-08-10T15:43:40Z,active,true,,,KILELE,
CT-200133,Mary Kiptoo,victor.berrada.delta2634@vg-eval.test,025722157252,KE,Nairobi,2026-08-06T09:06:18Z,active,true,,,KILELE,
CT-200815,Ruth Dlamini,mercy.njoroge.delta3316@vg-eval.test,254-721-797019,KE,Nyeri,2026-08-08T10:22:23Z,active,true,,,KILELE,
CT-033971,Zanele Kimani,michael.cheruiyot.delta203@vg-eval.test,025737147402,KE,Kisumu,2026-02-09T00:55:15Z,active,true,,,KILELE,corrected in Sept export
CT-201387,Omar Mokoena,john.dlamini.delta3888@vg-eval.test,254-710-530069,KE,Nyeri,2026-08-11T23:30:29Z,active,true,,,KILELE,
CT-008251,Caroline Barasa,george.cheruiyot.delta2253@vg-eval.test,0710104245,KE,Kericho,2026-01-23T03:21:27Z,active,false,,,KILELE,corrected in Sept export
CT-200432,Paul Kimani,nomsa.elidrissi.delta2933@vg-eval.test,0715089315,KE,Machakos,2026-08-31T14:22:28Z,active,true,,,KILELE,
CT-027152,Pieter Nkosi,simon.mokoena.delta1203@vg-eval.test,0700949217,KE,Kericho,2026-04-15T09:55:20Z,active,false,,,KILELE,corrected in Sept export
CT-201008,Esther Njenga,david.elidrissi.delta3509@vg-eval.test,0727881116,KE,Nakuru,2026-08-13T09:39:09Z,active,false,,,KILELE,
CT-200116,Paul Elidrissi,joan.kiptoo.delta2617@vg-eval.test,0705592114,KE,Eldoret,2026-08-22T09:26:37Z,active,false,,,KILELE,
CT-038895,Simon Okoth,mary.mutua.delta1271@vg-eval.test,025733298140,KE,Machakos,2026-01-13T04:26:13Z,active,true,,,KILELE,corrected in Sept export
CT-017311,John Bennani,caroline.wafula.delta1406@vg-eval.test,254-711-638974,KE,Nyeri,2026-04-04T08:42:11Z,active,false,,,KILELE,corrected in Sept export
CT-012550,Nancy Tazi,rachid.mokoena.delta18@vg-eval.test,254-717-136017,KE,Nyeri,2026-04-17T10:48:03Z,active,true,,,KILELE,corrected in Sept export
CT-074115,Nomsa Elidrissi,layla.mokoena.delta1906@vg-eval.test,0721074801,KE,Machakos,2026-03-04T06:07:42Z,active,true,,,KILELE,corrected in Sept export
CT-022025,Caroline Fassi,ruth.njenga.delta1074@vg-eval.test,0717098282,KE,Kericho,2026-03-18T06:49:53Z,active,false,,,KILELE,corrected in Sept export
CT-200785,Dennis Kimani,mercy.nkosi.delta3286@vg-eval.test,025731402415,KE,Kisumu,2026-08-06T04:28:14Z,active,true,,,KILELE,
CT-200316,John Barasa,brian.njenga.delta2817@vg-eval.test,0707762023,KE,Malindi,2026-08-30T18:55:38Z,active,true,,,KILELE,
CT-200961,Thandi Kimani,yassine.alaoui.delta3462@vg-eval.test,025705075559,KE,Thika,2026-08-31T20:24:56Z,active,false,,,KILELE,
CT-072171,Simon Alaoui,peter.tazi.delta1222@vg-eval.test,0700992425,KE,Malindi,2026-02-27T01:31:36Z,active,true,,,KILELE,corrected in Sept export
CT-047262,David Okoth,fatima.mwangi.delta1069@vg-eval.test,025706070032,KE,Mombasa,2026-01-02T13:29:01Z,active,true,,,KILELE,corrected in Sept export
CT-011773,Mary Njoroge,michael.barasa.delta709@vg-eval.test,0704343767,KE,Malindi,2026-03-10T23:21:44Z,active,false,,,KILELE,corrected in Sept export
